A11,,A8,,A6,,A4,,A2,
X,Y,X,Y,X,Y,X,Y,X,Y
1025.7981680520993,2146.808087966841,1021.8713047775366,995.6741404119155,1025.7981680520993,585.6812275841339,1021.8713047775366,292.7608831046118,1021.8713047775366,104.96692652964884
1068.9936640722897,2101.173678671907,1065.066800797727,979.4273350084839,1068.9936640722897,578.2745957090401,1065.066800797727,288.93810536262754,1065.066800797727,101.62199600541271
1112.1891600924798,2058.8841999012093,1108.262296817917,965.0919184760437,1112.1891600924798,570.629040225072,1108.262296817917,288.938105362628,1108.262296817917,94.4542877391932
1155.3846561126702,2016.1168739127636,1151.4577928381075,951.7121963790996,1155.3846561126702,561.5499430878604,1151.4577928381075,282.0093207052819,1151.4577928381075,94.4542877391932
1198.5801521328603,1977.1723256663017,1194.6532888582976,937.615703455534,1198.5801521328603,551.9929987329006,1194.6532888582976,281.05362626978604,1194.6532888582976,94.4542877391932
1241.7756481530507,1938.705624637588,1237.848784878488,924.4749049674642,1241.7756481530507,544.3474432489324,1237.848784878488,281.05362626978604,1237.848784878488,94.4542877391932
1284.9711441732409,1899.5221527822523,1281.0442808986782,913.7233425681343,1284.9711441732409,537.1797349827125,1281.0442808986782,273.8859180035661,1281.0442808986782,94.4542877391932
1328.1666401934312,1862.2500697979085,1324.2397769188683,899.3879260356944,1328.1666401934312,532.1623391963585,1324.2397769188683,273.1691471769441,1324.2397769188683,94.4542877391932
1371.3621362136214,1827.3672229023048,1367.4352729390587,886.9638983742461,1371.3621362136214,525.4724781478867,1367.4352729390587,273.1691471769441,1367.4352729390587,94.4542877391932
1414.5576322338118,1793.9179176599448,1410.6307689592488,876.4512595837905,1414.5576322338118,518.0658462727924,1410.6307689592488,268.1517513905901,1410.6307689592488,91.34828082383092
1457.753128254002,1760.7075360264591,1453.8262649794392,866.6553916199568,1457.753128254002,510.89813800657294,1453.8262649794392,262.656508386488,1453.8262649794392,83.94164894873711
1500.948624274192,1729.1696196550913,1497.0217609996294,854.9481347851306,1500.948624274192,504.4472005669745,1497.0217609996294,262.656508386488,1497.0217609996294,83.94164894873711
1544.1441202943824,1698.3484741103455,1540.2172570198197,844.6744196035488,1544.1441202943824,498.23518673625085,1540.2172570198197,262.656508386488,1540.2172570198197,83.94164894873711
1587.3396163145726,1667.0494813478517,1583.4127530400099,833.9228572042189,1587.3396163145726,494.6513326031409,1583.4127530400099,255.96664733801617,1583.4127530400099,83.94164894873711
1630.535112334763,1638.3786482829717,1626.6082490602003,825.3216072847549,1630.535112334763,488.6782423812906,1626.6082490602003,252.14386959603235,1626.6082490602003,83.94164894873711
1673.7306083549531,1609.2299680003441,1669.8037450803904,815.0478921031727,1673.7306083549531,482.46622855056694,1669.8037450803904,252.14386959603235,1669.8037450803904,83.94164894873711
1716.9261043751435,1581.0369821532124,1712.9992411005808,804.535253312717,1716.9261043751435,478.16560359083496,1712.9992411005808,252.14386959603235,1712.9992411005808,83.94164894873711
1760.1216003953336,1554.2775379593247,1756.194737120771,794.7393853488829,1760.1216003953336,469.564353671371,1756.194737120771,248.7989390717962,1756.194737120771,83.94164894873711
1803.317096415524,1528.2348645920586,1799.3902331409613,789.005218735907,1803.317096415524,467.414041191505,1799.3902331409613,241.63123080557625,1799.3902331409613,83.94164894873711
1846.5125924357142,1503.147885660289,1842.5857291611514,780.1650452075692,1846.5125924357142,457.85709683654477,1842.5857291611514,241.63123080557625,1842.5857291611514,83.94164894873711
1889.7080884559045,1477.105212293023,1885.7812251813416,770.3691772437351,1889.7080884559045,456.9014024010489,1885.7812251813416,241.63123080557625,1885.7812251813416,77.72963511801345
1932.9035844760947,1451.062538925757,1928.976721201532,761.0511564976491,1932.9035844760947,449.2558469170808,1928.976721201532,241.63123080557625,1928.976721201532,73.42901015828147
1976.0990804962848,1429.0815669093495,1972.1722172217221,754.1223718403035,1976.0990804962848,448.300152481585,1972.1722172217221,236.61383501922228,1972.1722172217221,73.42901015828147
2019.294576516475,1402.7999699332095,2015.3677132419125,746.7157399652092,2019.294576516475,441.3713678242393,2015.3677132419125,233.7467517127343,2015.3677132419125,73.42901015828147
2062.4900725366656,1381.2968451345496,2058.5632092621026,739.7869553078631,2062.4900725366656,440.89352060649117,2058.5632092621026,233.7467517127343,2058.5632092621026,73.42901015828147
2105.6855685568557,1357.1655606382758,2101.758705282293,730.7078581706514,2105.6855685568557,431.09765264265707,2101.758705282293,233.7467517127343,2101.758705282293,73.42901015828147
2148.881064577046,1335.9013594484898,2144.9542013024834,722.3455318600613,2148.881064577046,430.8587290337832,2144.9542013024834,233.7467517127343,2144.9542013024834,73.42901015828147
2192.076560597236,1313.920387432082,2188.1496973226735,715.4167472027152,2192.076560597236,421.54070828769727,2188.1496973226735,231.11859201512016,2188.1496973226735,73.42901015828147
2235.2720566174266,1291.7004918068,2231.3451933428637,708.4879625453696,2235.2720566174266,420.3460902433271,2231.3451933428637,225.86227261989234,2231.3451933428637,73.42901015828147
2278.467552637617,1270.675214225888,2274.540689363054,703.9484139767633,2278.467552637617,414.134076412603,2274.540689363054,225.86227261989234,2274.540689363054,73.42901015828147
2321.663048657807,1250.3667074715984,2317.7361853832444,694.6303932306778,2321.663048657807,409.8334514528715,2317.7361853832444,225.86227261989234,2317.7361853832444,73.42901015828147
2364.858544677997,1229.8192771084343,2360.9316814034346,687.940532182206,2364.858544677997,408.8777570173752,2360.9316814034346,225.86227261989234,2360.9316814034346,73.42901015828147
2408.0540406981877,1210.2275411807664,2404.1271774236247,682.4452891781038,2408.0540406981877,404.5771320576432,2404.1271774236247,225.86227261989234,2404.1271774236247,73.42901015828147
2451.249536718378,1190.1579580353507,2447.322673443815,672.8883448231436,2451.249536718378,404.5771320576432,2447.322673443815,222.03949487790806,2447.322673443815,73.42901015828147
2494.445032738568,1171.7608401520527,2490.518169464005,667.8709490367896,2494.445032738568,395.97588213817926,2490.518169464005,215.34963382943624,2490.518169464005,70.80085046066733
2537.640528758758,1152.6469514421328,2533.7136654841956,663.5703240770576,2537.640528758758,394.0644932671876,2533.7136654841956,215.34963382943624,2533.7136654841956,65.54453106543951
2580.8360247789483,1133.771986341087,2576.909161504386,656.8804630285858,2580.8360247789483,391.91418078732113,2576.909161504386,215.34963382943624,2576.909161504386,65.54453106543951
2624.031520799139,1116.3305628932853,2620.104657524576,650.190601980114,2624.031520799139,383.5518544767315,2620.104657524576,215.34963382943624,2620.104657524576,65.54453106543951
2667.227016819329,1098.4112922277352,2663.300153544766,646.1289006292559,2667.227016819329,383.5518544767315,2663.300153544766,215.34963382943624,2663.300153544766,65.54453106543951
2710.422512839519,1082.6423340420513,2706.4956495649567,636.3330326654218,2710.422512839519,379.2512295169995,2706.4956495649567,215.34963382943624,2706.4956495649567,65.54453106543951
2753.6180088597093,1063.0505981143833,2749.691145585147,632.2713313145641,2753.6180088597093,373.0392156862754,2749.691145585147,208.18192556321628,2749.691145585147,65.54453106543951
2796.8135048799,1046.5648691020776,2792.886641605337,625.342546657218,2796.8135048799,373.0392156862754,2792.886641605337,204.8369950389806,2792.886641605337,65.54453106543951
2840.00900090009,1029.601292872024,2836.082137625527,621.2808453063603,2840.00900090009,367.78289629104756,2836.082137625527,204.8369950389806,2836.082137625527,65.54453106543951
2883.2044969202802,1012.3987930330959,2879.2776336457177,619.608380044242,2883.2044969202802,365.1547365934334,2879.2776336457177,204.8369950389806,2879.2776336457177,65.54453106543951
2926.3999929404704,997.8244528917821,2922.473129665908,609.8125120804084,2926.3999929404704,365.1547365934334,2922.473129665908,204.8369950389806,2922.473129665908,65.54453106543951
2969.595488960661,978.9494877907359,2965.668625686098,605.5118871206764,2969.595488960661,358.94272276270976,2965.668625686098,204.8369950389806,2965.668625686098,65.54453106543951
3012.790984980851,964.6140712582962,3008.864121706288,599.060949681078,3012.790984980851,357.27025750059147,3008.864121706288,204.8369950389806,3008.864121706288,65.54453106543951
3055.9864810010413,949.3229602903602,3052.0596177264783,594.2824775035979,3055.9864810010413,357.27025750059147,3052.0596177264783,202.92560616798846,3052.0596177264783,65.54453106543951
3099.1819770212314,932.1204604514326,3095.255113746669,588.5483108906224,3099.1819770212314,350.58039645211966,3095.255113746669,194.3243562485245,3095.255113746669,65.54453106543951
3142.3774730414216,919.2185855722364,3138.450609766859,583.7698387131422,3142.3774730414216,346.75761871013583,3138.450609766859,194.3243562485245,3138.450609766859,65.54453106543951
3185.572969061612,904.4053218220483,3181.6461057870492,580.6638317977804,3185.572969061612,346.75761871013583,3181.6461057870492,194.3243562485245,3181.6461057870492,65.54453106543951
3228.7684650818023,888.6363636363644,3224.8416018072394,573.7350471404343,3228.7684650818023,341.9791465326557,3224.8416018072394,194.3243562485245,3224.8416018072394,65.54453106543951
3271.9639611019925,875.0177179305465,3268.03709782743,572.5404290960641,3271.9639611019925,336.24497991967974,3268.03709782743,194.3243562485245,3268.03709782743,65.54453106543951
3315.1594571221826,860.2044541803584,3311.23259384762,562.9834847411043,3315.1594571221826,336.24497991967974,3311.23259384762,194.3243562485245,3311.23259384762,60.76605888795939
3358.3549531423732,845.8690376479185,3354.4280898678103,562.0277903056085,3358.3549531423732,335.76713270193204,3354.4280898678103,194.3243562485245,3354.4280898678103,57.66005197259756
3401.5504491625634,832.4893155509753,3397.6235858880004,552.2319223417749,3401.5504491625634,325.9712647380984,3397.6235858880004,194.08543263965112,3397.6235858880004,57.66005197259801
3444.7459451827535,818.3928226274093,3440.819081908191,551.7540751240267,3444.7459451827535,325.7323411292241,3440.819081908191,189.306960462171,3440.819081908191,57.66005197259801
3487.9414412029437,805.2520241393395,3484.014577928381,542.9139015956889,3487.9414412029437,325.7323411292241,3484.014577928381,188.8291132444233,3484.014577928381,57.66005197259801
3531.1369372231343,791.1555312157734,3527.2100739485713,541.2414363335711,3531.1369372231343,322.1484869961141,3527.2100739485713,189.06803685329714,3527.2100739485713,57.66005197259801
3574.3324332433244,778.9704271631995,3570.4055699687615,535.5072697205951,3574.3324332433244,317.84786203638214,3570.4055699687615,189.06803685329714,3570.4055699687615,57.66005197259801
3617.5279292635146,764.6350106307596,3613.6010659889516,533.3569572407291,3617.5279292635146,317.84786203638214,3613.6010659889516,189.06803685329714,3613.6010659889516,57.66005197259801
3660.7234252837047,752.2109829693118,3656.7965620091422,528.1006378455008,3660.7234252837047,317.84786203638214,3656.7965620091422,189.06803685329714,3656.7965620091422,57.66005197259801
3703.918921303895,740.503726134486,3699.9920580293324,525.4724781478872,3703.918921303895,311.1580009879103,3699.9920580293324,189.06803685329714,3699.9920580293324,57.66005197259801
3747.1144173240855,726.4072332109199,3743.1875540495225,521.1718531881552,3747.1144173240855,309.9633829435402,3743.1875540495225,189.06803685329714,3743.1875540495225,57.66005197259801
3790.3099133442756,713.0275111139758,3786.3830500697127,514.9598393574311,3790.3099133442756,309.9633829435402,3786.3830500697127,189.06803685329714,3786.3830500697127,57.66005197259801
3833.505409364466,701.7981014968982,3829.5785460899033,512.0927560509431,3833.505409364466,308.76876489917004,3829.5785460899033,180.4667869338332,3829.5785460899033,57.66005197259801
3876.700905384656,689.1351502265761,3872.7740421100934,504.44720056697497,3876.700905384656,299.6896677619584,3872.7740421100934,178.55539806284105,3872.7740421100934,57.66005197259801
3919.8964014048465,676.9500461740022,3915.9695381302836,504.2082769581011,3919.8964014048465,299.45074415308454,3915.9695381302836,178.55539806284105,3915.9695381302836,57.66005197259801
3963.0918974250367,664.526018512554,3959.1650341504737,497.04056869188116,3963.0918974250367,299.45074415308454,3959.1650341504737,178.55539806284105,3959.1650341504737,57.66005197259801
3996.47023525882,656.8804630285863,3994.5068036215384,496.562721474133,3996.47023525882,299.45074415308454,3994.5068036215384,178.55539806284105,3994.5068036215384,57.284600587224304
